1681779965.4878211	562.3241029693153	347.58352285801755	0.5536362710013466	
1681779965.5887666	562.3750106332753	347.2512108783101	-1.41878571615262	
1681779965.6888764	562.3237340733415	347.046125646302	0.0	
1681779965.7886848	562.4345234735555	346.9689667977482	-0.04238085753677772	
1681779965.8887722	562.53638519732	346.8480689551929	-0.17087418874464905	
1681779965.9887958	562.6007984706196	346.67954754675463	-0.34403416026590705	
1681779966.0887065	562.6509469499913	346.4107047064442	-0.5712476424512185	
1681779966.1888430	562.5450693511068	346.1846297201359	-0.7879546098133914	
1681779966.2975137	562.456087229785	345.90488380823916	-0.9992393554051274	
1681779966.3897355	562.3234099496857	345.66874944189846	-1.1787688883974479	
1681779966.4898551	562.185405137613	345.4429545414351	-1.3349751465670943	
1681779966.5891261	562.0423924527037	345.2151373390125	-1.4732752494954402	
1681779966.6890373	561.8970496631862	345.0537682246196	-1.584346495182278	
1681779966.7890594	561.7460148157271	344.8318089771716	-1.6752426176353576	
1681779966.8892033	561.6072426251669	344.70121663524316	-1.7558054262036455	
1681779966.9890001	561.4707125264902	344.54599740752275	-1.8212862228470135	
1681779967.0888710	561.3302621601222	344.3708881844527	-1.8667679765259857	
1681779967.1888714	561.2081315236163	344.23992564787756	-1.9091440829297344	
1681779967.2932155	561.0648043146768	344.04986905073986	-1.9418867376612432	
1681779967.3894105	560.9280749883624	343.87880876557534	-1.9693375107240696	
1681779967.4891989	560.8146697315159	343.7537383756309	-1.9941736905482195	
1681779967.5890870	560.6892519948507	343.59136206072026	-2.0120876909054917	
1681779967.6892617	560.5464456502657	343.38662466762474	-2.0278530908168118	
1681779967.7892294	560.453471015557	343.2659617640499	-2.0377891758276925	
1681779967.8892069	560.3236446630817	343.0647589163487	-2.044578211818662	
1681779967.9893322	560.1997567889149	342.8694138842767	-2.048387014506367	
1681779968.0891945	560.0883191552225	342.68978162621636	-2.044104194314714	
1681779968.1892192	560.0021583158592	342.54880222924317	-2.0409338738039304	
1681779968.2938750	559.86510637537	342.3004096625658	-2.033913522817806	
1681779968.3897822	559.8005329309084	342.1874274641132	-2.0283283906458123	
1681779968.4895720	559.7018576002996	341.9993855458338	-2.022045786748191	
1681779968.5892494	559.6037566441094	341.80937364343237	-2.0159514095370366	
1681779968.6892676	559.509907144605	341.62213773836527	-2.0111906030631856	
1681779968.7895422	559.4173022783827	341.43212422677476	-2.0100488745447977	
1681779968.8892908	559.310477975998	341.2111455537693	-2.010000262593182	
1681779968.9893403	559.1934539628515	340.9654442999349	-2.007080496260986	
1681779969.0893433	559.1253262319474	340.82310705418877	-2.0064888275339117	
1681779969.1891966	559.0266386830457	340.61174789606247	-2.004630153959185	
1681779969.2936997	558.9306831778132	340.4019639729511	-2.0021657930864065	
1681779969.3898394	558.8391712148813	340.1999790890913	-2.0021121097062253	
1681779969.4896219	558.747220680817	339.99695669302577	-2.0029709368553235	
