1681779965.4878211	120.11584331350001	30.263135426500003	
1681779965.5887666	120.1158438425	30.263132428833334	
1681779965.6888764	120.11584330966667	30.263130578833337	
1681779965.7886848	120.11584292366666	30.26312896683333	
1681779965.8887722	120.11584251983335	30.26312728983333	
1681779965.9887958	120.11584205100002	30.263125634833333	
1681779966.0887065	120.11584114166665	30.26312331966667	
1681779966.1888430	120.11583967716666	30.26312069433333	
1681779966.2975137	120.11583828333332	30.263118510833337	
1681779966.3897355	120.11583693216666	30.2631165085	
1681779966.4898551	120.11583568400002	30.263114734833334	
1681779966.5891261	120.11583447266666	30.26311326233333	
1681779966.6890373	120.11583330666666	30.2631120225	
1681779966.7890594	120.11583218466667	30.263110803833335	
1681779966.8892033	120.11583106533332	30.263109538833337	
1681779966.9890001	120.11583011933332	30.263108263666663	
1681779967.0888710	120.11582919533333	30.263107054499997	
1681779967.1888714	120.11582829266666	30.263105828166665	
1681779967.2932155	120.115827346	30.263104598833333	
1681779967.3894105	120.1158263535	30.263103327666666	
1681779967.4891989	120.11582541166666	30.263102071333332	
1681779967.5890870	120.1158245235	30.263100720333334	
1681779967.6892617	120.11582371483334	30.263099375000003	
1681779967.7892294	120.1158230295	30.263097927333334	
1681779967.8892069	120.11582218	30.263096507500002	
1681779967.9893322	120.11582136950001	30.263095148999998	
1681779968.0891945	120.11582064150001	30.2630938985	
1681779968.1892192	120.1158199715	30.263092717000003	
1681779968.2938750	120.11581929883332	30.263091565333337	
1681779968.3897822	120.11581862966665	30.263090381333335	
1681779968.4895720	120.11581794683335	30.263089189166667	
1681779968.5892494	120.11581714533334	30.263087946499997	
1681779968.6892676	120.11581643516665	30.263086634999997	
1681779968.7895422	120.11581579133332	30.263085330333336	
1681779968.8892908	120.11581504866666	30.263084074499996	
1681779968.9893403	120.11581433300002	30.26308276083333	
1681779969.0893433	120.11581360966666	30.263081437666663	
1681779969.1891966	120.11581295516667	30.263080089833338	
1681779969.2936997	120.11581231216665	30.26307873383333	
1681779969.3898394	120.11581168216665	30.263077450166666	
1681779969.4896219	120.11581105216668	30.263076236333337	
1681779969.5892844	120.11581046483334	30.263075082833332	
